log_name,session_id,raw_file_bytes,raw_file_sha256,raw_frames,raw_allowlisted_frames,candidate_windows,short_window,invalid_current,no_route,not_in_allowlist,eligible_scenes,unit_stride_eligible_scenes,distinct_valid_window_current_tokens,protocol_cell,cache_scenes,protocol_scenes
2021.09.15.12.32.43_veh-28_00625_00697,2021.09.15.12.32.43_veh-28,1098688,5ebd5558ee625adcc7fc14a1e45a1aa40c4e01a2c5df3a1ea2da2e6f1ae1f2ef,144,14,11,1,0,0,9,1,14,10,stage2:train,3,3
2021.09.15.12.32.43_veh-28_00708_00866,2021.09.15.12.32.43_veh-28,4428254,c80e91394645a8482fb824b0296ff8f91d70c110910a9af9ab93e95baab4186b,316,48,23,1,0,0,19,3,48,22,stage2:train,8,8
2021.09.15.12.32.43_veh-28_00973_01056,2021.09.15.12.32.43_veh-28,1531607,1f9aff3284bc910626a71f450de295da1ac55bdfca07e738938b65e075d0fcde,166,35,12,1,0,0,8,3,35,11,stage2:train,6,6
2021.09.15.12.32.43_veh-28_01070_01157,2021.09.15.12.32.43_veh-28,1561564,b31d5ce392628bc8a872714143bee00be47a7ab402da92411a67cbd7d86259a7,174,28,13,1,0,0,11,1,28,12,stage2:train,5,5
2021.09.15.12.32.43_veh-28_01238_01314,2021.09.15.12.32.43_veh-28,1271030,fef3d067e957295885441ea461679409bc30011b4f6b45c3e55918a3d2d9c6f6,152,46,11,1,0,0,8,2,46,10,stage2:train,5,5
2021.09.15.12.32.43_veh-28_01410_01501,2021.09.15.12.32.43_veh-28,1288621,c4df953461a22b78519b1832b17310a2d522fd64fcc60d1f5085d323c0e1bf3b,182,40,13,0,0,0,11,2,40,13,stage2:train,6,6
2021.09.15.12.32.43_veh-28_01513_01697,2021.09.15.12.32.43_veh-28,1892443,ef3241459c5879d8b1f444efb4d2eb48a6b58879fa6526b4ed44b86fe68177f3,368,56,27,1,0,0,21,5,56,26,stage2:train,8,8
2021.09.15.12.32.43_veh-28_02111_02342,2021.09.15.12.32.43_veh-28,3733385,a45ab6311d793349a468bc6d93adf820b4f30164d4559164e2d1df8f86a626ed,462,33,33,0,0,20,12,1,33,13,stage2:train,5,5
2021.09.15.13.16.40_veh-28_00088_00157,2021.09.15.13.16.40_veh-28,1056891,c4002c8e9dc9f635e674003f7a6cf43647cbb5c323e6dc0904eb729619255cd7,138,12,10,1,0,0,8,1,12,9,stage1:test,3,3
2021.09.15.13.16.40_veh-28_00180_00257,2021.09.15.13.16.40_veh-28,1289619,845e60722490947ff20fff0c1c8d2030e6e4bcc8e58549c8d378f52f884f1b1f,154,13,11,0,0,0,10,1,13,11,stage1:test,1,1
2021.09.15.13.16.40_veh-28_00366_00631,2021.09.15.13.16.40_veh-28,5908386,37894c43f55a49061ab3adee59fb1e7d6337e0b64480ea178ce131c9a975d698,530,98,38,1,0,0,33,4,98,37,stage1:test,15,15
2021.09.15.13.16.40_veh-28_00642_01267,2021.09.15.13.16.40_veh-28,13893698,65b66087978b48f1ac120d6c78455cd8fc5058071e376f34354f7cd518aed1f8,1250,217,90,1,0,0,71,18,217,89,stage1:test,31,31
2021.09.15.13.16.40_veh-28_01343_01432,2021.09.15.13.16.40_veh-28,1930157,704720bea0f3093eb6aac17e08eb74e2bb2a395e9be9a3e70db9af0c4e4a661e,178,50,13,1,0,0,8,4,50,12,stage1:test,5,5
2021.09.15.13.16.40_veh-28_01473_01612,2021.09.15.13.16.40_veh-28,3192573,6fe69d7952ec0ae68e1df9a9cd459c6384ad79a282c180dbee0d1219e38f8495,278,17,20,1,0,0,18,1,17,19,stage1:test,4,4
2021.09.15.13.16.40_veh-28_01817_01902,2021.09.15.13.16.40_veh-28,1295620,82780ea0aa878bdad8541409f1595f39c479cceac6316a1d8e019c49204862c5,170,28,13,1,0,0,9,3,28,12,stage1:test,3,3
2021.09.15.13.16.40_veh-28_02072_02166,2021.09.15.13.16.40_veh-28,1535349,7a66cdd84cffda26fda949c32850e4a564d287ce11a5e6c199dfa62c817b549c,188,22,14,1,0,0,11,2,22,13,stage1:test,4,4
2021.09.15.13.16.40_veh-28_02198_02321,2021.09.15.13.16.40_veh-28,2537169,5df04f4a4f4a5a4b23722718c714eab2ec003987c251ed122be571f9ca9ea345,246,17,18,1,0,0,16,1,17,17,stage1:test,3,3
2021.09.15.13.52.55_veh-39_00016_00122,2021.09.15.13.52.55_veh-39,2366265,b9e54ac76a1d5c832f37e46daa6c1f0c33a41c370490267ab9c49160a0e6d5d2,212,13,16,1,0,0,14,1,13,15,stage1:train,3,3
2021.09.15.13.52.55_veh-39_00134_00215,2021.09.15.13.52.55_veh-39,1566094,3d1ccf7e8d3f868a22fb27b3ac47cbd7ea7c7d088e19dbf449c815b39d7d88a4,162,16,12,1,0,0,11,0,16,11,stage1:train,3,3
2021.09.15.13.52.55_veh-39_00371_00631,2021.09.15.13.52.55_veh-39,4187505,db89ee16507d424a441dc5394337de2bad81ba2d540edd61d278bf3b4de132e1,520,108,38,1,0,0,27,10,108,37,stage1:train,19,19
2021.09.15.13.52.55_veh-39_00643_00807,2021.09.15.13.52.55_veh-39,2472695,554873f6d08830dbbc385862e14ea8bebe281ffd26cb02587a0e97f23efa706e,328,63,24,1,0,0,19,4,63,23,stage1:train,11,11
2021.09.15.13.52.55_veh-39_00818_01335,2021.09.15.13.52.55_veh-39,10898573,1cc004aed48d036f50aa853683cc2a437c0f8ce5ed8d0cbe6f048ea493ce220c,1034,140,74,1,0,0,63,10,140,73,stage1:train,24,24
2021.09.15.13.52.55_veh-39_01385_01446,2021.09.15.13.52.55_veh-39,1105602,52ca3ce8e091e7743e1e524c366daa876980adc19aef9d8af453fc9acc032b19,122,6,9,1,0,0,7,1,6,8,stage1:train,1,1
2021.09.15.14.00.15_veh-28_00288_00408,2021.09.15.14.00.15_veh-28,1183692,a4898e0d3daa3bf8d882e2297128fc97264a8fd9276a733cddb8778f2dfcd380,240,20,18,1,0,0,16,1,20,17,stage2:train,4,4
2021.09.15.14.00.15_veh-28_00420_00578,2021.09.15.14.00.15_veh-28,2591532,4a84bb862cd5620fb41d1901633a6ed3c434dc58648c9a2d9cf20aa347af1fd3,316,41,23,1,0,0,18,4,41,22,stage2:train,9,9
2021.09.15.14.00.15_veh-28_00770_00852,2021.09.15.14.00.15_veh-28,1562101,e3ba6f59dc62d2eb72dae93133857db344e202d367e0f8033eda4c854a9200a9,164,22,12,1,0,0,9,2,22,11,stage2:train,4,4
2021.09.15.14.00.15_veh-28_00895_00981,2021.09.15.14.00.15_veh-28,1204348,70fae1cc667327ce38d87ff6a8f39930d286a3a76debd8e9d7a62ca5fe5f8604,172,30,13,1,0,0,11,1,30,12,stage2:train,5,5
2021.09.15.14.00.15_veh-28_01274_01543,2021.09.15.14.00.15_veh-28,7339693,12accf09927eb743ac72b337848b861d637a59f1cae130a80a8b47fe98d0c6f4,538,121,39,1,0,0,33,5,121,38,stage2:train,20,20
2021.09.15.14.00.15_veh-28_01611_01874,2021.09.15.14.00.15_veh-28,6359228,937ea248fcbd83f9c7082884ef66c23f9566be45ec1cc6cbe76515a6673972aa,526,92,38,1,0,0,29,8,92,37,stage2:train,14,14
2021.09.15.14.00.15_veh-28_01953_02255,2021.09.15.14.00.15_veh-28,4602679,b7c704d58f20788d34d6b7caa700760e89a3c805446ee6cd821a549e8020f08c,604,73,44,1,0,0,39,4,73,43,stage2:train,9,9
2021.09.15.14.27.22_veh-39_00038_00414,2021.09.15.14.27.22_veh-39,4898036,4ee115472cb75da25af6c551e6b3eb515a2f1b4e1e5b3d95bbe56d46a001e29b,752,71,54,1,0,0,50,3,71,53,stage1:audit,13,13
2021.09.15.14.27.22_veh-39_00473_00568,2021.09.15.14.27.22_veh-39,1281582,fe403cb7fa773527cace7dce03e2bf5b81ed0f77ff5dea25cf4c0f1b86e0145e,190,30,14,1,0,0,12,1,30,13,stage1:audit,5,5
2021.09.15.14.27.22_veh-39_00580_00654,2021.09.15.14.27.22_veh-39,1225734,38444ccd10fc17d3812e305185724e2e18ebdc20dadf71de145c991fd250224d,148,12,11,1,0,0,10,0,12,10,stage1:audit,3,3
2021.09.15.14.27.22_veh-39_00665_00745,2021.09.15.14.27.22_veh-39,1083640,a7f00ecfc172c3f1bb93f3d42e306ddac6fe9b7ee1a5e4e3e6eec865fbe476fe,160,21,12,1,0,0,10,1,21,11,stage1:audit,3,3
2021.09.15.14.27.22_veh-39_00756_00838,2021.09.15.14.27.22_veh-39,1244260,82845f8a3c7fb506ff90fbf5fdabde5cc97d4dcff1002415c5abb5fbf2ae792d,164,7,12,1,0,0,11,0,7,11,stage1:audit,1,1
2021.09.15.14.27.22_veh-39_00868_01125,2021.09.15.14.27.22_veh-39,6396005,e913631ee9dad732250ab8179975f6298c074bf663804d23d505dba3f149840e,514,99,37,1,0,0,30,6,99,36,stage1:audit,13,13
2021.09.15.14.27.22_veh-39_01166_01252,2021.09.15.14.27.22_veh-39,1781978,edb44846b02356a3406c12bb4c0d2d4ad4b08342499e5b4e197adc3b8c12e9f4,172,20,13,1,0,0,11,1,20,12,stage1:audit,3,3
2021.09.15.14.27.22_veh-39_01281_01346,2021.09.15.14.27.22_veh-39,1529454,8c44b316972f4af1a1a6ad2e3d5c5efc6497e84de4070d6415a38a1f4a557102,130,30,10,1,0,0,9,0,30,9,stage1:audit,6,6
2021.09.15.14.27.22_veh-39_01420_01480,2021.09.15.14.27.22_veh-39,1048910,8e59b387cb5d4d9b5a4639847c61232fba586067d14e3d1b6b6618cd46c758f8,120,17,9,1,0,0,7,1,17,8,stage1:audit,2,2
2021.09.15.14.27.22_veh-39_01491_01763,2021.09.15.14.27.22_veh-39,3895439,34a970b3b9e3d64b6d06972627dc73821a293412c5e451d32292692e3b120c6c,544,106,39,1,0,0,30,8,106,38,stage1:audit,15,15
2021.09.15.14.50.05_veh-28_00083_00152,2021.09.15.14.50.05_veh-28,1104254,9cac65181697c55a01c33a0eb67cc3a04bf5669bd5492a0cd55e28aedf26fadc,138,24,10,1,0,0,8,1,24,9,stage1:train,4,4
2021.09.15.14.50.05_veh-28_00182_00253,2021.09.15.14.50.05_veh-28,988026,fd0e68f554f815b622cd2663b988900755f411a2fc2c4a7e299286e6c0963cab,142,16,11,1,0,0,9,1,16,10,stage1:train,4,4
2021.09.15.14.50.05_veh-28_00389_00508,2021.09.15.14.50.05_veh-28,3448583,a71c5b8d8d63ba9856846f249ac2b798bdce9dc23bf59ce9cd96c8183c7bb860,238,43,17,0,0,0,15,2,43,17,stage1:train,7,7
2021.09.15.14.50.05_veh-28_00578_00896,2021.09.15.14.50.05_veh-28,6091454,1524bb823a80725ae550c01f6f91bc63c71d6756faba958684bdd03b6c5a4ce0,636,100,46,1,0,0,37,8,100,45,stage1:train,17,17
2021.09.15.14.50.05_veh-28_01187_01281,2021.09.15.14.50.05_veh-28,1415893,c8cbad1dee8570cd669d6a461b7d1f0117ea5d7a314bd494979fd1609840ce70,188,40,14,1,0,0,11,2,40,13,stage1:train,4,4
2021.09.15.14.50.05_veh-28_01392_01458,2021.09.15.14.50.05_veh-28,890971,8c3cbc82cc193f484eac9ab8cd643eb20074979e3ca5997ed368b5f7f997ed69,132,11,10,1,0,0,8,1,11,9,stage1:train,2,2
2021.09.15.14.50.05_veh-28_01511_01690,2021.09.15.14.50.05_veh-28,2562108,7ce289f2b09456b574507916abfb67a8497c5dbadb9e4c992f7aa73ae338ca56,358,59,26,1,0,0,20,5,59,25,stage1:train,10,10
2021.09.15.14.50.05_veh-28_01740_01833,2021.09.15.14.50.05_veh-28,1767313,e6d518312e3d2c181ef3d254eb31a846c9aa1aba6ac40a4c379710a955dbaccd,186,12,14,1,0,0,13,0,12,13,stage1:train,2,2
2021.09.15.14.50.05_veh-28_02133_02222,2021.09.15.14.50.05_veh-28,1952562,6efba5bdd4ed656c45a0ef4b8cff49d439bd5a6970fb97af257378a580eca89b,178,28,13,1,0,8,2,2,28,4,stage1:train,3,3
2021.09.15.15.02.19_veh-39_00105_00203,2021.09.15.15.02.19_veh-39,1675344,5abddc813d1951831c3ee53fb2d6d5fcd9441b2b99c79d4d319428603f7fb165,196,20,14,0,0,0,13,1,20,14,stage1:train,3,3
2021.09.15.15.02.19_veh-39_00214_00558,2021.09.15.15.02.19_veh-39,6810471,8f6b0fea57362b74ab0f287fcb4f32b5ac2b5c583d8a67f286e37aaff6866b51,688,102,50,1,0,0,40,9,102,49,stage1:train,16,16
2021.09.15.15.02.19_veh-39_00856_01095,2021.09.15.15.02.19_veh-39,3674887,8eb1e8b7a0ca1e12f1849a422ba3d24d708c2b0d5d017d143768ac0c160bc4c7,478,67,35,1,0,0,29,5,67,34,stage1:train,13,13
2021.09.15.15.02.19_veh-39_01107_01666,2021.09.15.15.02.19_veh-39,11432175,a16abab4a4b9c66f2b64f22f7e2acadb5e8f9bf47f18ad5f9d308ed1a43fb811,1118,236,80,1,0,0,63,16,236,79,stage1:train,33,33
2021.09.15.15.34.53_veh-28_00030_00128,2021.09.15.15.34.53_veh-28,2617218,9e6723a44444bfba99d9b13fd968db4395bb76bfcb3beff660925727cbf494cd,196,39,14,0,0,0,10,4,39,14,stage1:test,5,5
2021.09.15.15.34.53_veh-28_00365_00501,2021.09.15.15.34.53_veh-28,1594303,ffdf377ffe01eca0d296e7c22a921dd9bf90e7ab4c743ad009291b50a84fe380,272,39,20,1,0,0,15,4,39,19,stage1:test,8,8
2021.09.15.15.34.53_veh-28_00512_01084,2021.09.15.15.34.53_veh-28,12840264,d988d17422357ac468a7738cedfd3dffa0a8e80b7a9645c7e1ce6f8ae4a99952,1144,168,82,1,0,0,71,10,168,81,stage1:test,31,31
2021.09.15.15.34.53_veh-28_01133_01234,2021.09.15.15.34.53_veh-28,2102081,ffd37800f473d4b70af8b9d8d554c23328cd4a84449f3f7776c881c26ca5a3f1,202,45,15,1,0,0,12,2,45,14,stage1:test,6,6
2021.09.15.15.34.53_veh-28_01303_01395,2021.09.15.15.34.53_veh-28,1181523,e5628f880942d3f5cca28315868c8035d21b2795634f74d9cc8cde0c6733d930,184,27,14,1,0,0,10,3,27,13,stage1:test,4,4
2021.09.15.15.34.53_veh-28_01533_01596,2021.09.15.15.34.53_veh-28,749631,1795e113879794928e14ff372e522c31f3638ec92a252b5b3f3cd8b3816feb2b,126,14,9,0,0,0,8,1,14,9,stage1:test,4,4
2021.09.15.15.34.53_veh-28_01639_01805,2021.09.15.15.34.53_veh-28,4106976,57078171f2f44e7a2abf0b06728eaa4cd98c7340243c78d4013d770594a42cc5,332,90,24,1,0,0,14,9,90,23,stage1:test,13,13
2021.09.15.15.34.53_veh-28_01820_02314,2021.09.15.15.34.53_veh-28,12703681,b7ec12a0ea9d66e71b2fb8314be0f5be2e54763ddd92fdeabef1cb4ffb9c1a7b,988,198,71,1,0,1,56,13,198,69,stage1:test,28,28
2021.09.15.16.51.15_veh-28_00005_00160,2021.09.15.16.51.15_veh-28,2045530,dd192c50a349f347ff686bf7eaba6e953925d251d75d4b178331fb87856eb211,310,48,23,1,0,0,19,3,48,22,stage3:audit,7,7
2021.09.15.16.51.15_veh-28_00176_00329,2021.09.15.16.51.15_veh-28,3830961,3447c921c426b2170394b5195ca29b3b56c1c2773a2a2caa8210a4eb7d3d4ad3,306,86,22,1,0,0,15,6,86,21,stage3:audit,12,12
2021.09.15.16.51.15_veh-28_01225_01302,2021.09.15.16.51.15_veh-28,1824221,030326c741ca077c795391883479f4eb4cd21da25470b86337d6241264f34098,154,39,11,0,0,0,8,3,39,11,stage3:audit,5,5
2021.09.15.16.51.15_veh-28_01468_01533,2021.09.15.16.51.15_veh-28,1087603,cdc62d499ab354aeca221515a3272e2312683a20d666968bcee9fb97aba7f6f6,130,18,10,1,0,0,7,2,18,9,stage3:audit,4,4
2021.09.15.16.51.15_veh-28_01698_01775,2021.09.15.16.51.15_veh-28,1796502,3e5644f7515d04c9e22d09c78dbca462697ff08d28cc279a720fe0e3f56035c4,154,17,11,0,0,2,8,1,17,9,stage3:audit,2,2
2021.10.01.13.28.54_veh-28_00094_00181,2021.10.01.13.28.54_veh-28,1786042,51fbc177117d32727fcff45ac67491fe52a02da521e499ef137fed0cec29cbeb,174,14,13,1,0,0,10,2,14,12,stage2:audit,2,2
2021.10.01.13.28.54_veh-28_00405_00547,2021.10.01.13.28.54_veh-28,2429563,f4576d235e38ab7ff03b63f24ede813b500672138cfacd166f193d836a75fdb2,284,67,21,1,0,0,14,6,67,20,stage2:audit,11,11
2021.10.01.13.28.54_veh-28_00607_00973,2021.10.01.13.28.54_veh-28,6085465,6ee6d134067cc1fd3d782e776d14be59a17602d9ea8d8990c03a22b5dff33c87,732,68,53,1,0,0,47,5,68,52,stage2:audit,12,12
2021.10.01.13.28.54_veh-28_00995_01087,2021.10.01.13.28.54_veh-28,1869016,6347ea52af2f49222ed94a857ecf1097f302906952bb2e3fb414a77dd77ce2e5,184,31,14,1,0,0,10,3,31,13,stage2:audit,4,4
2021.10.01.13.28.54_veh-28_01098_01337,2021.10.01.13.28.54_veh-28,6831274,cc576fcc11c85fe414bdd76210b6cdf19cd06fbf1b96ebdf2b20cd41ef4d4b94,478,128,35,1,0,0,20,14,128,34,stage2:audit,19,19
2021.10.01.13.28.54_veh-28_01421_01615,2021.10.01.13.28.54_veh-28,4982530,875d118ed72ffa3b68fad2eef86c68e6445b463b01f60191f63c1387c40531e0,388,32,28,1,0,0,24,3,32,27,stage2:audit,7,7
2021.10.01.13.28.54_veh-28_01767_01883,2021.10.01.13.28.54_veh-28,2186856,aba6631e9a48b5dd3ae470e7fbc619558aac1edf1e13e0405563bedc24442f21,232,51,17,1,0,0,13,3,51,16,stage2:audit,5,5
2021.10.01.15.32.11_veh-28_00025_00097,2021.10.01.15.32.11_veh-28,937419,7fad165463a593be5cf4a02365e00e30cbe5409c0892b8af5666638a0cc086d8,144,21,11,1,0,0,8,2,21,10,stage1:test,3,3
2021.10.01.15.32.11_veh-28_00120_00248,2021.10.01.15.32.11_veh-28,2201490,0ba0e8ada737443e8197e393e84bff1c74415811c2f7c8cbf2de4ca431788203,256,60,19,1,0,0,11,7,60,18,stage1:test,9,9
2021.10.01.15.32.11_veh-28_00291_00464,2021.10.01.15.32.11_veh-28,2868585,922806263bffca4363e8a21f360b99e9eed7ab14f1641886e5fbe55489fac13e,345,45,25,1,0,0,20,4,45,24,stage1:test,6,6
2021.10.01.15.32.11_veh-28_00475_00930,2021.10.01.15.32.11_veh-28,11775534,04e7367446d6f22bd76144841ab34e9de4d70ad9fda67db4b9c7b4be7703b6d6,910,133,65,0,0,0,58,7,133,65,stage1:test,24,24
2021.10.01.15.32.11_veh-28_01000_01136,2021.10.01.15.32.11_veh-28,5150985,583044cca040f09583a77558a38284962677f916f22e98f518307403b9e821de,272,57,20,1,0,0,13,6,57,19,stage1:test,9,9
2021.10.01.15.32.11_veh-28_01178_01392,2021.10.01.15.32.11_veh-28,4422454,a64fdf29bc9bff20583ef56b56b53a94e1065c3ef77e44b389b3dbdcca7021d1,428,85,31,1,0,4,20,6,85,26,stage1:test,11,11
2021.10.01.17.52.06_veh-28_00098_00211,2021.10.01.17.52.06_veh-28,2452479,63f9f77b5175892beb1556a035174d44d222d2850a523ebac716b54451017f8e,226,45,17,1,0,0,10,6,45,16,stage3:train,9,9
2021.10.01.17.52.06_veh-28_00327_00427,2021.10.01.17.52.06_veh-28,2842477,c6cbbb975ae79b322c40dec60a0d2c8d6448a28dee126dc3fc57abafff8f1e59,200,41,15,1,0,0,10,4,41,14,stage3:train,6,6
2021.10.01.17.52.06_veh-28_00450_00599,2021.10.01.17.52.06_veh-28,3451339,f43bdfd9bc487bd7cfa1691273e890d7eeeaf1f486f23e7bd96423143c5fbd72,298,40,22,1,0,0,18,3,40,21,stage3:train,6,6
2021.10.01.17.52.06_veh-28_00675_00737,2021.10.01.17.52.06_veh-28,811818,81a1f540af7954b7d0eeb6c7dd05fde087db213184535666f60bfc9847929a18,124,28,9,1,0,0,8,0,28,8,stage3:train,3,3
2021.10.01.17.52.06_veh-28_00748_00952,2021.10.01.17.52.06_veh-28,3452219,fa7c25fb8de326804dfd7d9f04b1e6ad2a482b12699f582250ae8360cda74358,408,79,30,1,0,0,22,7,79,29,stage3:train,12,12
2021.10.01.17.52.06_veh-28_01034_01107,2021.10.01.17.52.06_veh-28,1564879,b33cda0f131867b7836da64c60dd4a6e10b353bf3920723e695baaf0aa50dd03,146,30,11,1,0,0,7,3,30,10,stage3:train,3,3
2021.10.01.17.52.06_veh-28_01141_01264,2021.10.01.17.52.06_veh-28,1746141,a47a8ddbec4781a7836579ed18de488b14127adb31267b2f2a6b9dc539747a14,246,28,18,1,0,0,16,1,28,17,stage3:train,4,4
2021.10.01.17.52.06_veh-28_01289_01353,2021.10.01.17.52.06_veh-28,619072,93326f443a46d0480b4751200587dc21011d552602eb76a8f356973c9ed2e9f6,128,11,10,1,0,0,8,1,11,9,stage3:train,2,2
2021.10.01.17.52.06_veh-28_01364_01428,2021.10.01.17.52.06_veh-28,1052738,a39d13bde576cba7038ccd8d78583a5008adf3c09e0f6aa3545d0c61f086195b,128,25,10,1,0,0,7,2,25,9,stage3:train,4,4
2021.10.01.17.52.06_veh-28_01441_01573,2021.10.01.17.52.06_veh-28,3395967,6469b663b237bd268ea2a089d1606b661dc1374b1b2462b5958c2b6930d97dc7,264,77,19,1,0,0,11,7,77,18,stage3:train,11,11
2021.10.01.17.52.06_veh-28_01622_01687,2021.10.01.17.52.06_veh-28,2020921,eb2a5f824b59e5aae0bb5830e01c3163eaa4c284464dc41b99f8f2b398195c75,130,44,10,1,0,1,4,4,44,8,stage3:train,6,6
2021.10.01.18.26.05_veh-28_00005_00413,2021.10.01.18.26.05_veh-28,8687715,6964b297be6d3edae67e5739dee8b4278330ec1971a56b24493d25b213e2c61d,816,84,59,1,0,0,52,6,84,58,stage2:train,14,14
2021.10.01.18.26.05_veh-28_00949_01041,2021.10.01.18.26.05_veh-28,1347659,2906cdb36875bbf76e133fd2e71a89f422c5d89ca5cbc53bea6e729d9fcf74dc,184,15,14,1,0,0,12,1,15,13,stage2:train,2,2
2021.10.01.18.26.05_veh-28_01081_01159,2021.10.01.18.26.05_veh-28,1795937,8b33290b1df48d8f339b10a28e85d18d441b21812d5ace43b11c28b81dc750c9,156,55,12,1,0,0,9,2,55,11,stage2:train,7,7
2021.10.01.18.26.05_veh-28_01211_01323,2021.10.01.18.26.05_veh-28,2383102,80e3b8b5f1a7760b1f2bd4f88c295da93d93256158210deb54e432b6a993e835,224,23,16,0,0,0,14,2,23,16,stage2:train,4,4
2021.10.01.18.26.05_veh-28_01689_01890,2021.10.01.18.26.05_veh-28,3699946,98f9bd83328c3f161107b33018a35661c2705e33eb59ebe4049b7ae678c16b8b,402,62,29,1,0,1,22,5,62,27,stage2:train,8,8
2021.10.01.19.16.42_veh-28_00094_00216,2021.10.01.19.16.42_veh-28,1547097,f58ecd0b75eb1b35967ab1bae07fcdc01e27940d226995dae2988760ac72c7b4,244,31,18,1,0,0,13,4,31,17,stage1:test,5,5
2021.10.01.19.16.42_veh-28_00274_00380,2021.10.01.19.16.42_veh-28,1466375,9c98f189b6aa7d42b7b7c425dbc22fdc1b2ae25930aee61b565cd351b675656d,212,52,16,1,0,0,9,6,52,15,stage1:test,7,7
2021.10.01.19.16.42_veh-28_00392_00906,2021.10.01.19.16.42_veh-28,13383952,f94122b4dd6927ab2b3810e40c7a56e3769db5e4ad6da6e16643a8a78df8c59c,1028,179,74,1,0,0,59,14,179,73,stage1:test,29,29
2021.10.01.19.16.42_veh-28_00917_01499,2021.10.01.19.16.42_veh-28,15929100,a52dc06700b73e9fc07262aeb12a5ae6767707778573067a8339dd4dcbf3518a,1164,161,84,1,0,0,71,12,161,83,stage1:test,26,26
2021.10.01.19.16.42_veh-28_01511_01624,2021.10.01.19.16.42_veh-28,1278152,581f093b3fce3d10b987c9622dce2048c6b78420b2c1b5b081d6783ddda85fcc,226,37,17,1,0,0,13,3,37,16,stage1:test,5,5
2021.10.01.19.16.42_veh-28_01731_01935,2021.10.01.19.16.42_veh-28,4574035,ee9245cd6c611d2457392f2ce1ff5d026b51505277f7e7da6531302918d629b0,408,83,30,1,0,0,21,8,83,29,stage1:test,14,14
2021.10.01.19.16.42_veh-28_02011_02410,2021.10.01.19.16.42_veh-28,11952929,fe9c18f0935c13aafa758bdab296154c3792385cdbf17056b96ef13d6841a680,798,117,57,0,0,0,51,6,117,57,stage1:test,20,20
2021.10.01.19.16.42_veh-28_02447_02517,2021.10.01.19.16.42_veh-28,1589599,50bf448666d5c3b0ea4899c8cc4e55abc27b90aebd774f65c7bd0ea5994c20fc,140,31,10,0,0,0,7,3,31,10,stage1:test,5,5
2021.10.01.19.16.42_veh-28_02568_02833,2021.10.01.19.16.42_veh-28,3907296,34bc17e48265b6d2e446be63557aac9462d9ab5bb919cafc898f089d836d287a,530,100,38,1,0,0,31,6,100,37,stage1:test,12,12
2021.10.01.19.16.42_veh-28_02903_03140,2021.10.01.19.16.42_veh-28,5140247,12c257574d93f7a6c9b5dfb2cc85ff40d7dd10760abf3a569ea09a35f2c365dd,474,45,34,1,0,0,32,1,45,33,stage1:test,8,8
2021.10.01.19.16.42_veh-28_03215_03296,2021.10.01.19.16.42_veh-28,2470901,b578fc5277d46d363ac0212db82643812da741e248167b6bf5cba91ec37bc021,162,15,12,1,0,0,10,1,15,11,stage1:test,2,2
2021.10.01.19.16.42_veh-28_03307_03808,2021.10.01.19.16.42_veh-28,12840016,acfed25097b1d375c084c7e47842ca0a9ef8ec6147951ef28e9c244b5a40d5c1,1002,171,72,1,0,0,57,14,171,71,stage1:test,22,22
2021.10.01.19.16.42_veh-28_03887_04040,2021.10.01.19.16.42_veh-28,2986751,3456e944886f44fdd31c46e80ecb1e47a4307b927aae7acc58a55b56f90b1441,306,75,22,1,0,2,17,2,75,19,stage1:test,10,10
2021.10.05.04.03.05_veh-50_00058_00321,2021.10.05.04.03.05_veh-50,3925677,33aa47984f56e152735514a64d507f6afd30f9e48a987cf6d25742a3c7de2bc6,526,89,38,1,0,0,28,9,89,37,stage2:test,14,14
2021.10.05.04.03.05_veh-50_00365_00493,2021.10.05.04.03.05_veh-50,1444502,f46b9da8ad8bc7dc8ec202abbec023efaa2d00ca8c7988d6f652163c6c9638d6,256,96,19,1,0,0,11,7,96,18,stage2:test,10,10
2021.10.05.04.03.05_veh-50_00536_00637,2021.10.05.04.03.05_veh-50,698647,a5aab7ad962c713bb0d7f64e2e983af0c656e92efff4876e619083c04de99a53,202,70,15,1,0,0,10,4,70,14,stage2:test,10,10
2021.10.05.04.03.05_veh-50_00648_00744,2021.10.05.04.03.05_veh-50,645044,26c3a23c76937e130b0fa0a44b535a62b847304d2edaba80ab8543dbc3c9666c,192,96,14,1,0,0,6,7,96,13,stage2:test,10,10
2021.10.05.04.03.05_veh-50_01003_01426,2021.10.05.04.03.05_veh-50,5221774,af2a4c55ba5efc4f0a95151905bd6b45bd4905db7e369b0544c459611b6566bf,846,102,61,1,0,0,53,7,102,60,stage2:test,18,18
2021.10.05.04.03.05_veh-50_01466_01790,2021.10.05.04.03.05_veh-50,2520292,11871d251ae3ac3324b4fcab87ed7a38c86b5f0c149c0ac07c2f8bf58dc9b3eb,648,243,47,1,0,1,24,21,243,45,stage2:test,28,28
2021.10.05.04.38.41_veh-50_00014_00429,2021.10.05.04.38.41_veh-50,4632862,dcb6d9a33c9b23cf081318e5848446be5e685e3d93c702883bed1b5e1aacb32e,830,266,60,1,0,0,39,20,266,59,stage2:train,30,30
2021.10.05.04.38.41_veh-50_00441_00515,2021.10.05.04.38.41_veh-50,505055,a4b95e9d97e4ddde2f5762941289b687f09dc220193197feb60c3267e00f21e2,148,45,11,1,0,0,7,3,45,10,stage2:train,4,4
